ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 1 default","Attribute 2 default","Attribute 3 default","Meta: rs_page_bg_color","Download 1 ID","Download 1 name","Download 1 URL"
2114,variation,,"Carbono 220 - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2115,variation,,"Carbono 220 - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2116,variation,,"Carbono 220 - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2117,variation,,"Carbono 220 - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2118,variation,,"Carbono 220 - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2119,variation,,"Carbono 220 - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2120,variation,,"Carbono 220 - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2121,variation,,"Carbono 220 - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2122,variation,,"Carbono 220 - Blue, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,1,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2123,variation,,"Carbono 220 - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2124,variation,,"Carbono 220 - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2096,variation,,"Carbono 220 - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2097,variation,,"Carbono 220 - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2098,variation,,"Carbono 220 - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2099,variation,,"Carbono 220 - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2100,variation,,"Carbono 220 - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2101,variation,,"Carbono 220 - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2102,variation,,"Carbono 220 - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2103,variation,,"Carbono 220 - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2104,variation,,"Carbono 220 - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2105,variation,,"Carbono 220 - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2106,variation,,"Carbono 220 - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2107,variation,,"Carbono 220 - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2108,variation,,"Carbono 220 - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2109,variation,,"Carbono 220 - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2155,variation,,"Sloopy - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2150,variation,,"Sloopy - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2151,variation,,"Sloopy - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2152,variation,,"Sloopy - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2153,variation,,"Sloopy - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2154,variation,,"Sloopy - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2131,variation,,"Sloopy - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2132,variation,,"Sloopy - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2133,variation,,"Sloopy - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2134,variation,,"Sloopy - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2135,variation,,"Sloopy - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2136,variation,,"Sloopy - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2137,variation,,"Sloopy - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2138,variation,,"Sloopy - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2139,variation,,"Sloopy - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2140,variation,,"Sloopy - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2141,variation,,"Sloopy - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2142,variation,,"Sloopy - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2143,variation,,"Sloopy - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2144,variation,,"Sloopy - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2145,variation,,"Sloopy - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2146,variation,,"Sloopy - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2147,variation,,"Sloopy - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2148,variation,,"Sloopy - Blue, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,1,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2149,variation,,"Sloopy - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2126,variation,,"Sloopy - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2127,variation,,"Sloopy - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2128,variation,,"Sloopy - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2129,variation,,"Sloopy - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2130,variation,,"Sloopy - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1938,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2171,variation,,"Frame Loveseat - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2172,variation,,"Frame Loveseat - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2173,variation,,"Frame Loveseat - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2174,variation,,"Frame Loveseat - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2175,variation,,"Frame Loveseat - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2176,variation,,"Frame Loveseat - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2177,variation,,"Frame Loveseat - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2178,variation,,"Frame Loveseat - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2179,variation,,"Frame Loveseat - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2180,variation,,"Frame Loveseat - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2181,variation,,"Frame Loveseat - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2182,variation,,"Frame Loveseat - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2183,variation,,"Frame Loveseat - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2184,variation,,"Frame Loveseat - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2156,variation,,"Frame Loveseat - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2157,variation,,"Frame Loveseat - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2158,variation,,"Frame Loveseat - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2159,variation,,"Frame Loveseat - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2160,variation,,"Frame Loveseat - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2161,variation,,"Frame Loveseat - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2162,variation,,"Frame Loveseat - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2163,variation,,"Frame Loveseat - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2164,variation,,"Frame Loveseat - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2165,variation,,"Frame Loveseat - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2166,variation,,"Frame Loveseat - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2167,variation,,"Frame Loveseat - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2168,variation,,"Frame Loveseat - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2169,variation,,"Frame Loveseat - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2170,variation,,"Frame Loveseat - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1939,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
